ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
48,Texas,TX,48383,Reagan County,48383,"Reagan County, Texas",1175.313452944138,3308,0,1325,80,1090,103,592,203,149,70,151,71,236,88,559,175,277,81,1002,109,167,68,64,44,63,82,2565,148,0,21,311,94,46,61,8,11,24,2,18.0,6.2,8.7,3.9,13.9,6.4,11.9,4.3,17.0,5.3,8.4,2.4,30.3,3.3,5.1,2.1,5.9,4.0,2.1,2.7,77.5,4.5,0.0,1.6,23.5,7.1,4.2,5.6,0.7,1.0,0.7,0.1,0.1779,0.9289,0.083,0.249,0.498,1.9368,0.2925,0.0,0.9249,0.0,0.4664,0.3123,1.7036,0.0751,0.9051,0.9051,0.9051,0.0,0.8735,0.6561,0.0277,0.1107,1.668,0.17,6.2135,0.1937,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3,3614,170,91,69,59,2340,166,89,49,0,15,0,15,67,49,0,15,15.6,8.2,2.1,1.8,70.7,5.0,2.7,1.5,0.0,1.5,0.0,1.5,2.0,1.5,0.0,1.5
48,Texas,TX,48385,Real County,48385,"Real County, Texas",699.158474207658,2830,0,1817,124,992,114,976,281,12,17,177,76,215,115,540,186,966,170,675,162,832,193,29,31,51,72,762,193,4,17,464,97,36,39,37,43,119,7,37.6,10.6,1.6,2.1,17.8,7.4,10.9,5.4,19.8,6.8,34.1,6.0,23.9,5.7,30.5,7.1,2.9,3.1,1.9,2.7,26.9,6.8,0.2,0.9,25.5,4.9,3.6,3.9,3.7,4.3,4.2,0.2,0.9012,0.0791,0.2372,0.1858,0.7233,2.1266,0.3755,0.9723,0.5336,0.9921,0.0791,0.2688,2.8459,0.7589,0.2016,0.2016,0.2016,0.1265,0.9209,0.5336,0.3636,0.7233,2.6679,0.5652,7.842,0.4862,1,0,0,0,0,1,1,0,1,0,0,2,0,0,0,1,0,0,0,1,4,2483,254,88,37,40,724,192,0,15,0,15,0,15,1,3,0,15,25.6,7.7,1.3,1.4,25.6,6.8,0.0,1.7,0.0,1.7,0.0,1.7,0.0,0.1,0.0,1.7
48,Texas,TX,48387,Red River County,48387,"Red River County, Texas",1043.895191262888,11627,0,6195,19,4662,210,3516,518,171,115,1054,201,1260,261,2165,376,3016,108,2338,11,1925,261,190,81,181,115,3119,14,204,118,946,196,91,62,159,91,190,4,30.8,4.5,3.8,2.5,22.6,4.2,14.9,3.1,18.9,3.3,25.9,0.9,20.1,0.1,16.8,2.3,4.1,1.7,1.7,1.1,26.8,0.1,3.3,1.9,15.3,3.2,1.9,1.3,3.4,2.0,1.6,0.0,0.7589,0.3399,0.6047,0.4704,0.668,2.8419,0.6443,0.8972,0.166,0.6324,0.2055,0.2332,2.1343,0.2648,0.1937,0.1937,0.1937,0.6364,0.6008,0.1818,0.3043,0.4427,2.166,0.3281,7.3359,0.3992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9729,1489,224,1816,137,902,0,38,48,94,43,2,4,243,120,24,37,31.9,4.4,15.6,1.2,7.8,0.0,0.3,0.4,0.8,0.4,0.0,0.1,2.1,1.0,0.2,0.3
48,Texas,TX,48389,Reeves County,48389,"Reeves County, Texas",2635.352451248436,14022,0,5064,58,4117,206,4398,760,473,301,836,235,2668,445,2152,487,1741,88,3253,0,1417,366,481,216,1560,430,11128,278,230,166,589,187,298,182,205,113,1146,164,34.1,5.9,7.0,4.4,20.3,5.6,29.2,4.8,16.7,3.7,12.4,0.6,23.2,0.0,11.0,2.8,11.7,5.2,11.8,3.3,79.4,2.0,4.5,3.3,11.6,3.7,7.2,4.4,5.0,2.7,8.2,1.2,0.8577,0.834,0.4071,0.9289,0.4743,3.502,0.8538,0.1265,0.4308,0.1462,0.9289,0.9289,2.5613,0.5692,0.913,0.913,0.913,0.7352,0.3834,0.9012,0.5692,0.8577,3.4467,0.9209,10.423,0.8972,0,0,0,1,0,1,0,0,0,1,1,2,1,1,0,0,1,0,0,1,5,13525,1206,239,106,81,10574,0,152,212,12,18,24,34,56,60,204,160,29.3,5.3,0.8,0.6,75.4,0.0,1.1,1.5,0.1,0.1,0.2,0.2,0.4,0.4,1.5,1.1
48,Texas,TX,48391,Refugio County,48391,"Refugio County, Texas",770.484130648814,6718,0,3311,16,2235,147,1798,348,155,80,570,134,760,164,1037,209,1499,26,1517,0,1558,218,199,96,77,89,4030,25,22,26,426,114,58,36,212,80,157,3,27.4,5.3,5.6,2.9,25.5,5.8,16.2,3.4,15.8,3.2,22.3,0.4,22.6,0.0,23.7,3.3,8.9,4.3,1.2,1.4,60.0,0.4,0.7,0.8,12.9,3.4,2.6,1.6,9.5,3.5,2.3,0.0,0.6126,0.6759,0.8221,0.5731,0.3676,3.0513,0.7273,0.7826,0.3597,0.9447,0.8182,0.1186,3.0238,0.8379,0.7708,0.7708,0.7708,0.249,0.4506,0.2806,0.9407,0.5771,2.498,0.4901,9.3439,0.7549,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,6163,545,95,433,76,3473,0,16,33,4,6,0,21,85,70,19,24,24.4,4.1,6.4,1.1,51.7,0.0,0.2,0.5,0.1,0.1,0.0,0.7,1.3,1.0,0.3,0.4
48,Texas,TX,48393,Roberts County,48393,"Roberts County, Texas",924.057315053084,764,145,397,51,320,55,120,90,2,3,35,25,44,45,100,38,108,38,178,74,92,55,2,15,0,60,131,191,0,21,34,23,9,18,25,21,0,15,15.8,11.5,0.5,0.8,10.9,7.6,8.2,7.7,13.1,4.9,14.1,5.1,23.3,6.8,12.0,6.5,0.6,4.7,0.0,8.1,17.1,24.8,0.0,5.3,8.6,5.7,2.8,5.6,7.8,6.6,0.0,2.0,0.1186,0.0316,0.0395,0.0711,0.1621,0.4229,0.0198,0.253,0.4427,0.1937,0.0158,0.0,0.9052,0.0,0.0514,0.0514,0.0514,0.0,0.2451,0.3162,0.8735,0.0,1.4348,0.1028,2.8143,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,90,40,3,5,106,69,0,15,0,15,0,15,22,21,0,15,28.1,12.0,0.4,0.7,13.9,7.9,0.0,6.3,0.0,6.3,0.0,6.3,2.9,2.8,0.0,6.3
48,Texas,TX,48395,Robertson County,48395,"Robertson County, Texas",855.154282638068,16912,0,8494,22,6309,226,3581,666,635,240,1122,242,1701,295,2243,493,3425,121,4023,40,3126,378,460,138,258,164,7461,73,32,28,1558,255,260,99,499,162,196,4,21.4,4.0,8.7,3.1,17.8,3.8,14.7,2.6,13.4,2.9,20.3,0.7,23.8,0.2,18.7,2.3,7.3,2.2,1.6,1.0,44.1,0.4,0.4,0.3,18.3,3.0,4.1,1.6,7.9,2.5,1.2,0.0,0.2964,0.9289,0.2372,0.4506,0.1739,2.087,0.3636,0.6601,0.5138,0.7273,0.664,0.1897,2.7549,0.6877,0.5257,0.5257,0.5257,0.17,0.7312,0.6364,0.8854,0.3162,2.7392,0.6166,8.1068,0.5415,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13452,1224,233,3366,76,3749,0,35,38,23,32,11,18,273,105,4,9,19.4,3.5,19.9,0.4,22.2,0.0,0.2,0.2,0.1,0.2,0.1,0.1,1.6,0.6,0.0,0.1
48,Texas,TX,48397,Rockwall County,48397,"Rockwall County, Texas",127.208705089238,110631,0,39281,61,37881,425,7694,1323,2306,456,6045,681,4075,561,9581,975,13674,91,29443,33,8487,792,2053,416,1395,342,36799,140,2065,435,1409,362,729,285,676,191,719,12,7.0,1.2,3.9,0.7,16.0,1.8,5.7,0.8,8.7,0.9,12.4,0.1,26.6,0.1,7.7,0.7,5.4,1.1,1.3,0.3,33.3,0.1,5.2,1.1,3.6,0.9,1.9,0.8,1.8,0.5,0.6,0.0,0.004,0.3597,0.17,0.0119,0.0198,0.5654,0.0237,0.1265,0.7866,0.0198,0.3913,0.1383,1.4625,0.0277,0.3202,0.3202,0.3202,0.7866,0.0474,0.1818,0.0672,0.087,1.17,0.0514,3.5181,0.0198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94952,1302,334,8332,445,21516,0,3532,250,163,127,74,49,2758,568,424,237,3.4,0.9,7.5,0.4,19.4,0.0,3.2,0.2,0.1,0.1,0.1,0.1,2.5,0.5,0.4,0.2
48,Texas,TX,48399,Runnels County,48399,"Runnels County, Texas",1051.069769128946,9858,0,5008,22,3780,183,2247,381,138,69,588,129,1170,167,1487,304,2030,65,2310,15,1833,218,261,93,253,124,3938,20,19,31,323,98,21,29,89,50,206,5,23.5,4.0,3.0,1.5,15.6,3.3,17.1,2.5,15.4,3.2,20.6,0.7,23.4,0.1,19.0,2.3,6.9,2.4,2.7,1.3,39.9,0.2,0.4,0.6,6.4,2.0,0.6,0.8,2.4,1.3,2.1,0.1,0.415,0.2253,0.1383,0.6047,0.3281,1.7114,0.1976,0.6917,0.4625,0.7708,0.6047,0.4111,2.9408,0.7945,0.4427,0.4427,0.4427,0.17,0.1225,0.0474,0.1028,0.5494,0.9921,0.0356,6.087,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8843,668,131,295,29,3469,0,6,10,0,21,0,21,168,33,0,21,17.7,3.3,3.0,0.3,35.2,0.0,0.1,0.1,0.0,0.5,0.0,0.5,1.7,0.3,0.0,0.5
48,Texas,TX,48401,Rusk County,48401,"Rusk County, Texas",924.198155024032,52755,0,21188,45,17792,431,11652,1310,1258,275,3496,472,5721,452,7589,912,8888,72,11799,34,7390,609,1202,249,1245,344,19790,110,285,140,4013,421,498,148,695,189,4944,68,24.4,2.7,5.5,1.2,19.6,2.6,15.8,1.2,15.8,1.9,16.8,0.1,22.4,0.1,15.4,1.3,6.8,1.4,2.5,0.7,37.5,0.2,1.4,0.7,18.9,2.0,2.8,0.8,3.9,1.1,9.4,0.1,0.4545,0.6561,0.3518,0.5494,0.3676,2.3794,0.4704,0.4427,0.3399,0.4822,0.581,0.3834,2.2292,0.3399,0.3834,0.3834,0.3834,0.3794,0.7589,0.3162,0.3794,0.8775,2.7114,0.5889,7.7034,0.4625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45726,4657,480,8205,302,9429,0,208,101,29,26,65,70,1854,300,0,35,26.2,2.6,15.6,0.6,17.9,0.0,0.4,0.2,0.1,0.1,0.1,0.1,3.5,0.6,0.0,0.1
48,Texas,TX,48403,Sabine County,48403,"Sabine County, Texas",491.709937964432,9980,0,7634,27,4471,286,2934,522,292,131,1001,222,996,243,1303,293,2997,110,1757,84,2601,264,224,89,2,81,1601,110,3,21,2814,362,44,29,200,73,110,18,29.8,5.3,8.4,3.8,22.4,4.8,13.1,3.3,13.2,3.0,30.0,1.1,17.6,0.8,26.3,2.7,5.0,2.0,0.0,0.9,16.0,1.1,0.0,0.3,36.9,4.7,0.9,0.6,4.5,1.6,1.1,0.2,0.7154,0.913,0.585,0.332,0.166,2.7114,0.5929,0.9526,0.0514,0.9763,0.332,0.0,2.3123,0.4071,0.0316,0.0316,0.0316,0.0,0.9921,0.0791,0.4862,0.2688,1.8262,0.2055,6.8815,0.3162,0,1,0,0,0,1,1,0,1,0,0,2,0,0,0,1,0,0,0,1,4,10069,649,141,498,144,509,0,130,108,17,20,38,48,309,77,100,110,14.5,3.0,5.0,1.4,5.1,0.0,1.3,1.1,0.2,0.2,0.4,0.5,3.1,0.8,1.0,1.1
48,Texas,TX,48405,San Augustine County,48405,"San Augustine County, Texas",530.658728955026,7920,0,4791,14,3051,238,3149,424,300,148,687,181,1034,188,1665,278,2232,90,1555,19,1902,331,147,75,200,112,2480,21,84,59,1526,203,88,60,357,136,249,6,41.1,5.5,10.3,5.2,22.5,5.7,17.7,3.2,21.6,3.6,28.2,1.1,19.6,0.2,24.7,4.3,4.9,2.4,2.6,1.5,31.3,0.3,1.8,1.2,31.9,4.3,2.9,2.0,11.7,4.3,3.1,0.1,0.9447,0.9723,0.5889,0.6245,0.8261,3.9565,0.9407,0.9407,0.1304,0.9605,0.3162,0.3913,2.7391,0.6798,0.2885,0.2885,0.2885,0.4625,0.9723,0.3399,0.9802,0.664,3.4189,0.9051,10.403,0.8854,1,1,0,0,0,2,1,0,1,0,0,2,0,0,0,1,0,1,0,2,6,6803,712,161,1763,21,643,0,0,21,57,27,0,21,17,27,0,21,23.3,4.8,22.3,0.6,8.1,0.0,0.0,0.6,0.7,0.3,0.0,0.6,0.2,0.3,0.0,0.6
48,Texas,TX,48407,San Jacinto County,48407,"San Jacinto County, Texas",569.242637725438,27666,0,14041,22,10064,447,7939,1194,828,249,2418,492,2825,506,5483,621,6042,131,5873,20,6003,675,430,158,849,254,7546,49,51,31,3393,450,762,214,323,138,139,6,28.9,4.3,7.1,2.2,24.0,4.8,14.4,2.6,20.0,2.3,21.8,0.5,21.2,0.1,21.8,2.5,4.2,1.6,3.2,1.0,27.3,0.2,0.3,0.2,24.2,3.2,7.6,2.1,3.2,1.4,0.5,0.0,0.6838,0.8458,0.7312,0.4348,0.747,3.4426,0.8182,0.747,0.2332,0.9091,0.2213,0.502,2.6126,0.6047,0.2134,0.2134,0.2134,0.1462,0.8933,0.913,0.2451,0.0632,2.2608,0.3794,8.5294,0.6245,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2,18115,1782,384,2472,239,4147,0,40,60,9,12,16,26,859,217,3,5,17.7,3.8,8.9,0.9,15.0,0.0,0.1,0.2,0.0,0.1,0.1,0.1,3.1,0.8,0.0,0.1
48,Texas,TX,48409,San Patricio County,48409,"San Patricio County, Texas",693.320844401062,68942,0,29551,105,23920,496,19217,1899,1308,309,5688,656,7903,686,11507,1087,10384,116,18098,50,13051,807,2042,392,1629,414,43523,235,1374,317,2689,399,1442,353,1614,306,719,94,28.3,2.8,4.4,1.0,23.8,2.7,17.7,1.5,16.9,1.6,15.1,0.2,26.3,0.1,19.1,1.2,8.5,1.6,2.5,0.6,63.1,0.3,4.6,1.1,9.1,1.4,6.0,1.5,6.7,1.3,1.0,0.1,0.6561,0.4704,0.7115,0.6245,0.4862,2.9487,0.6917,0.3281,0.7708,0.7787,0.7945,0.3834,3.0555,0.8498,0.8024,0.8024,0.8024,0.7431,0.2727,0.8261,0.7945,0.2213,2.8577,0.6601,9.6643,0.8024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62614,4839,423,983,175,40446,0,641,116,10,15,159,109,1151,252,133,115,20.2,1.7,1.4,0.3,58.7,0.0,0.9,0.2,0.0,0.1,0.2,0.2,1.7,0.4,0.2,0.2
48,Texas,TX,48411,San Saba County,48411,"San Saba County, Texas",1135.3125301425239,5779,0,2855,29,2014,121,1371,272,91,64,413,118,584,159,1176,221,1310,62,1115,21,983,150,66,37,157,129,2164,3,0,29,271,70,56,36,41,31,636,60,26.6,5.3,3.8,2.6,20.5,5.7,14.2,4.0,22.7,4.2,22.7,1.1,19.3,0.4,19.0,2.9,3.3,1.8,2.8,2.3,37.4,0.1,0.0,1.0,9.5,2.5,2.8,1.8,2.0,1.5,11.0,1.0,0.5731,0.3399,0.4269,0.415,0.8775,2.6324,0.5613,0.8024,0.1225,0.7708,0.1146,0.4269,2.2372,0.3439,0.3794,0.3794,0.3794,0.0,0.3043,0.3162,0.0909,0.9012,1.6126,0.1462,6.8616,0.3123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4890,266,80,95,64,1793,0,10,11,3,8,10,20,253,57,0,21,13.2,4.0,1.6,1.1,31.0,0.0,0.2,0.2,0.1,0.1,0.2,0.4,4.4,1.0,0.0,0.9
48,Texas,TX,48413,Schleicher County,48413,"Schleicher County, Texas",1310.641025946936,2474,0,1296,12,899,112,521,166,76,68,147,64,298,66,603,200,634,78,598,0,310,116,15,29,107,79,1417,58,1,15,184,69,15,28,37,29,8,2,21.1,6.7,6.9,6.0,16.4,6.8,18.0,3.9,24.8,8.2,25.6,3.2,24.2,0.0,12.7,4.7,1.7,3.2,4.7,3.5,57.3,2.3,0.1,1.2,14.2,5.3,1.7,3.1,4.1,3.1,0.3,0.1,0.2727,0.8261,0.1858,0.6364,0.917,2.838,0.6324,0.8893,0.5771,0.2569,0.0395,0.7036,2.4664,0.498,0.7115,0.7115,0.7115,0.1107,0.5138,0.1542,0.4111,0.0553,1.2451,0.0593,7.261,0.3676,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1832,291,80,40,45,1343,0,0,15,0,15,7,16,27,31,0,15,32.4,8.8,1.6,1.8,54.3,0.0,0.0,2.0,0.0,2.0,0.3,0.7,1.1,1.2,0.0,2.0
48,Texas,TX,48415,Scurry County,48415,"Scurry County, Texas",905.444122192348,16883,0,6908,33,5693,268,4132,777,159,110,805,219,1717,278,2924,467,2530,101,4273,138,2364,333,182,97,455,180,8352,95,68,61,503,164,146,97,54,41,1942,74,27.8,5.2,2.2,1.6,14.1,3.8,15.6,2.6,19.1,3.0,15.0,0.6,25.3,0.8,15.4,2.2,3.2,1.7,2.9,1.1,49.5,0.6,1.0,0.9,7.3,2.4,2.6,1.7,0.9,0.7,11.5,0.4,0.6324,0.1265,0.0909,0.5336,0.6917,2.0751,0.3518,0.3162,0.6759,0.4822,0.1067,0.4664,2.0474,0.2095,0.6403,0.6403,0.6403,0.3123,0.166,0.2806,0.0316,0.9091,1.6996,0.1779,6.4624,0.2332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,17694,890,225,615,177,7102,0,104,34,122,139,0,23,311,140,98,93,15.6,3.8,3.6,1.0,42.1,0.0,0.6,0.2,0.7,0.8,0.0,0.3,1.8,0.8,0.6,0.6
48,Texas,TX,48417,Shackelford County,48417,"Shackelford County, Texas",914.285386947908,3134,0,1583,11,1324,83,562,182,117,84,274,100,139,46,439,107,617,14,746,62,546,105,39,31,0,60,491,49,4,16,143,55,65,51,74,52,44,15,18.1,5.9,7.2,5.2,20.7,7.4,6.5,2.1,14.2,3.5,19.7,0.5,23.8,2.0,17.6,3.4,2.9,2.3,0.0,2.0,15.7,1.6,0.3,1.0,9.0,3.5,4.9,3.8,5.6,3.9,1.4,0.5,0.1858,0.8617,0.4427,0.0316,0.249,1.7708,0.2213,0.6206,0.5138,0.6877,0.0791,0.0,1.9012,0.1423,0.0198,0.0198,0.0198,0.1462,0.2688,0.7233,0.6601,0.3874,2.1858,0.3399,5.8776,0.1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2610,182,60,21,16,394,0,6,9,0,15,0,15,70,45,0,15,13.7,4.5,0.7,0.5,12.6,0.0,0.2,0.3,0.0,1.6,0.0,1.6,2.2,1.4,0.0,1.6
48,Texas,TX,48419,Shelby County,48419,"Shelby County, Texas",795.588833655532,24157,0,11500,24,8988,261,7945,881,423,148,1689,315,2911,338,4885,555,4307,94,6280,0,3685,355,637,153,804,269,9520,33,234,131,3704,379,580,191,565,158,185,5,33.2,3.7,4.0,1.4,18.8,3.5,18.3,2.1,20.4,2.3,17.8,0.4,26.0,0.0,15.4,1.5,7.1,1.7,3.6,100.0,39.4,0.1,2.1,1.1,32.2,3.3,6.5,2.1,6.3,1.7,0.8,0.0,0.8379,0.4032,0.3043,0.6601,0.7747,2.9802,0.7115,0.5138,0.7549,0.4822,0.6324,0.5968,2.9801,0.8261,0.4387,0.4387,0.4387,0.5059,0.9763,0.8656,0.7549,0.1462,3.2489,0.8577,9.6479,0.7984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,21945,1980,329,3889,387,4607,0,109,104,65,87,163,226,667,308,20,31,22.0,3.5,16.1,1.6,19.1,0.0,0.5,0.4,0.3,0.4,0.7,0.9,2.8,1.3,0.1,0.1
48,Texas,TX,48421,Sherman County,48421,"Sherman County, Texas",922.859304253914,2414,192,1115,67,803,69,394,153,18,27,159,64,441,113,366,121,394,59,562,103,451,84,61,43,93,81,1091,241,28,37,98,45,29,29,9,13,34,11,16.6,6.3,1.5,2.3,19.8,7.8,27.9,6.6,15.4,5.0,16.3,2.5,23.3,3.4,18.9,3.4,7.6,5.3,4.1,3.5,45.2,9.3,2.5,3.3,8.8,3.9,3.6,3.6,1.1,1.6,1.4,0.4,0.1502,0.0632,0.3715,0.9091,0.3281,1.8221,0.2451,0.4111,0.4427,0.7549,0.6996,0.6561,2.9644,0.8142,0.5613,0.5613,0.5613,0.5692,0.2609,0.5336,0.0356,0.3874,1.7867,0.1976,7.1345,0.3478,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2848,116,60,4,6,1034,138,25,37,0,15,0,15,26,38,2,4,14.4,7.3,0.2,0.3,42.8,4.8,1.0,1.5,0.0,2.0,0.0,2.0,1.1,1.6,0.1,0.1
48,Texas,TX,48423,Smith County,48423,"Smith County, Texas",921.472854829236,234667,0,97561,58,81286,887,49817,3503,5408,718,19796,1275,19190,1448,39842,2215,39803,62,56849,38,28839,1552,5689,668,8446,891,97422,341,7127,839,10369,831,2601,471,3469,515,6443,86,21.8,1.5,4.7,0.6,24.4,1.5,12.4,0.9,17.2,1.0,17.0,0.1,24.2,0.1,12.4,0.7,7.0,0.8,3.8,0.4,41.5,0.1,7.3,0.9,10.6,0.9,3.2,0.6,4.3,0.6,2.7,0.0,0.3281,0.5217,0.7549,0.2767,0.5138,2.3952,0.4822,0.4585,0.5771,0.2372,0.6206,0.6482,2.5416,0.5534,0.4783,0.4783,0.4783,0.8458,0.336,0.4545,0.4585,0.6285,2.7233,0.6047,8.1384,0.5494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244355,10366,824,39715,849,47820,0,3872,189,189,79,176,54,5293,874,357,291,12.8,1.0,16.9,0.4,20.4,0.0,1.6,0.1,0.1,0.1,0.1,0.1,2.3,0.4,0.2,0.1
48,Texas,TX,48425,Somervell County,48425,"Somervell County, Texas",186.207219269564,9337,0,3933,18,3345,189,1263,390,187,128,710,225,468,177,1161,408,1721,82,2020,92,1075,257,363,200,146,142,2067,10,36,42,925,231,181,137,96,78,392,18,13.8,4.3,3.9,2.7,21.2,6.6,7.1,2.6,12.7,4.5,18.4,0.9,21.6,1.0,11.7,2.8,10.8,5.9,1.6,1.6,22.1,0.1,0.9,1.1,23.5,5.9,5.4,4.1,2.9,2.3,4.2,0.2,0.0751,0.3597,0.4822,0.0395,0.1462,1.1027,0.0751,0.5534,0.2648,0.1739,0.9091,0.1897,2.0909,0.2332,0.1067,0.1067,0.1067,0.2964,0.8735,0.7866,0.1976,0.7233,2.8774,0.6798,6.1777,0.1858,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,9457,375,192,182,58,1682,0,50,78,0,21,0,21,147,74,6,10,11.2,5.6,1.9,0.6,18.0,0.0,0.5,0.8,0.0,0.5,0.0,0.5,1.6,0.8,0.1,0.1
48,Texas,TX,48427,Starr County,48427,"Starr County, Texas",1223.17856267197,65716,0,22828,50,18634,410,32826,1878,3119,643,4604,626,14281,900,21557,1275,7544,110,21447,0,10113,674,2971,486,13555,1049,63610,260,509,188,2236,389,1901,375,2002,397,589,17,50.4,2.9,11.5,2.2,24.7,3.3,39.1,2.4,33.1,2.0,11.5,0.2,32.6,0.0,15.5,1.0,15.9,2.6,22.7,1.8,96.8,0.4,2.2,0.8,9.8,1.7,10.2,2.0,10.7,2.1,0.9,0.0,0.9921,0.9842,0.7787,0.9881,1.0,4.7431,0.996,0.0949,0.9802,0.5059,0.9881,0.9921,3.5612,0.9723,0.9921,0.9921,0.9921,0.5296,0.3123,0.9644,0.9644,0.1818,2.9525,0.7352,12.2489,0.9921,1,1,0,1,1,4,0,1,0,1,1,3,1,1,0,0,1,1,0,2,10,63040,6125,560,32,55,63245,0,34,56,0,35,0,35,119,146,180,238,32.9,3.0,0.0,0.1,96.2,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.2,0.2,0.3,0.4
48,Texas,TX,48429,Stephens County,48429,"Stephens County, Texas",896.720825883562,9260,0,4677,24,3405,223,2444,412,364,179,992,217,1062,203,1541,357,1818,73,2036,98,1590,236,258,117,277,183,2890,46,355,164,546,164,75,62,315,143,446,46,27.8,4.7,8.6,4.3,29.1,6.1,16.7,3.1,17.5,4.1,19.6,0.8,22.0,1.1,18.0,2.7,7.6,3.4,3.2,2.1,31.2,0.5,7.6,3.5,11.7,3.5,2.2,1.8,9.3,4.1,4.8,0.5,0.6324,0.9209,0.9289,0.5968,0.5692,3.6482,0.8893,0.6087,0.2964,0.7036,0.6996,0.502,2.8103,0.7431,0.2806,0.2806,0.2806,0.8538,0.3874,0.2213,0.9368,0.751,3.1503,0.83,9.8894,0.8182,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,8630,550,161,264,79,2325,0,93,21,0,21,0,21,174,82,34,42,16.2,4.6,2.9,0.9,25.1,0.0,1.0,0.5,0.0,0.5,0.0,0.5,1.9,0.9,0.4,0.4
